angDist,_RAJ2000,_DEJ2000,recno,RAJ2000,DEJ2000,Name,r_Name,SpT,n_SpT,r_SpT,ID,all,2M,SimbadName,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,Plx (mas),Plx_unc (mas),log (L/Lsun),e_unc (mas),b_Age (Gyr),B_Age (Gyr),Radius (Rjup),Rad_unc (Rjup),log(g) (cm/s^2),log(g)_unc (cm^s^2),Teff (K),Teff_unc (K),Mass (Mjup),Mass_unc (Mjup)
0.058329,110.615,-5.6773333,73,07 22 27.60,-05 40 38.4,UGPS J072227.51-054031.2,66,T9,,66,0722-0540,all,2M,UGPS J072227.51-054031.2,110.6150079,-5.677319131,0.0034981,0.0032586,56.92,3058202738376804864,110.6149948,0.1479,-5.677308336,0.141,0.6569,0.1778,3.6947,3.806,-2.93,0.216,2.429,0.21,200,0.5516,214.27,0,0E+00,31,,,14,1.026,0,7.4013E+02,1.34583E+00,18.514097,2.56675E+02,1.09155E+01,19.315084,6.96571E+02,17.640482,1.288,1.674603,,,0,,,101181106149877668,,66914481,,0.00339,0.046257,0.0138,18.514097,0.00339,7.4013E+02,-0.004,3.4285,3.3318,0.0648,242.8,2.4,-6.02,0.02,0.5,10,0.98,0.16,4.68,0.53,569,45,26.11,18.14
0.753452,117.8185417,-25.512,78,07 51 16.45,-25 30 43.2,DENIS-P J0751164-253043,62,L2.5,,62,0751-2530,all,2M,DENIS-P J0751164-253043,117.8183146,-25.51195742,0.001921,0.0014305,0.33,5602408602804816768,117.8139844,0.0619,-25.51130745,0.0879,56.4165,0.1186,475.5597,891.395,-879.314,0.089,146.259,0.119,684,0.7764,1249.25,0.779,1.162E+01,95,1.0686,0.022,28,1.021,0,1.24381E+03,1.4168E+00,17.950481,4.48829E+01,4.65004E+00,21.20834,2.27437E+03,16.355745,1.865,4.852594,,,0,,,77381178155956402,,44995311,,0.00302,0.112521,0.004697,17.92489,0.003008,1.27348E+03,0.125,1.4306,1.921,0.0035,59.15,0.84,-3.73,0.01,0.5,10,1.03,0.06,5.22,0.14,2083,64,70.69,12.01
0.825052,118.0995833,16.2043611,79,07 52 23.90,+16 12 15.7,2MASS J07522390+1612157,37,M7beta gamma,,"68,25",0752+1612,all,2M,2MASS J07522390+1612157,118.0996876,16.20415498,0.0009091,0.0004702,95.83,666988221840703232,118.1005354,0.0446,16.20259811,0.0293,52.963,0.052,1018.8923,395.296,183.169,0.056,-350.297,0.031,425,4.3581,1639.46,0.299,2.958E+01,31,,,15,1.153,0,2.36499E+04,1.99742E+01,14.752794,1.75839E+03,1.99116E+01,17.225756,3.69255E+04,13.32958,1.636,3.896175,,,0,,,127441181002274337,1237664874040197243,,532144710,0.002904,0.012607,0.004312,14.752794,0.002904,2.36499E+04,0.029,0.9057,0.4768,-0.1416,54.37,1,-2.67,0.02,0.01,0.15,2.01,0.35,4.48,0.51,2731,242,67.67,46.32
0.161877,124.3750417,-61.9210556,80,08 17 30.01,-61 55 15.8,DENIS J081730.0-615520,69,T6,,69,0817-6155,all,2M,DENIS J081730.0-615520,124.3749953,-61.92101628,0.0085805,0.0075535,132.89,5278042880077383040,124.3735181,0.3779,-61.91613022,0.4083,191.8362,0.4186,458.2679,1110.442,-156.451,0.507,1099.366,0.503,339,6.0638,545.17,2.751,6.088E+00,95,1.2914,0.1168,25,1.243,0,1.82334E+02,1.14167E+00,20.0352,2.74449E+01,4.47792E+00,21.742388,4.04319E+02,18.231085,2.368,3.511303,,,0,,,,,459592478,,0.007335,0.177171,0.021736,20.009609,0.007189,1.86682E+02,0.813,8.121,8.0455,-0.1265,203,13,-5.07,0.06,0.5,10,0.94,0.16,5,0.48,1004,91,44.2,26.71
1.091632,126.332,21.2644722,81,08 25 19.68,+21 15 52.1,2MASSI J0825196+211552,14,L7.5,,14,0825+2115,all,2M,2MASSI J0825196+211552,126.331719,21.26431927,0.0159092,0.0086695,119.55,664214600677732864,126.3293132,0.6841,21.26297408,0.4994,92.6006,0.8221,112.6412,588.288,-504.454,0.896,-302.671,0.691,255,2.4678,336.72,2.093,2.088E+00,95,0.9421,0.167,15,1.111,0,1.27906E+02,8.97327E-01,20.420143,4.18019E+01,7.75297E+00,21.285553,2.48637E+02,18.758982,2.271,2.526571,,,0,,,133511263295935968,1237664835925836294,,,0.0081,0.20139,0.032208,20.402026,0.007982,1.30058E+02,0.86,14.485,10.8833,-0.4843,93.8,1,-4.53,0.01,0.5,10,0.98,0.11,5.11,0.37,1341,73,51.98,23.13
0.187482,127.4555833,26.7760278,82,08 29 49.34,+26 46 33.7,GJ 1111,70,M6.5,,71,0829+2646,all,2M,GJ 1111,127.4556366,26.77600671,0.0010302,0.0007509,97.08,703790044252850688,127.4500924,0.0552,26.77328597,0.0397,279.2496,0.0637,4382.0522,1270.862,-1113.694,0.064,-612.191,0.047,279,3.5592,7171.47,0.493,2.587E+02,31,,,18,1.155,0,2.55838E+05,2.04161E+02,12.167455,1.24221E+04,4.14322E+01,15.10305,4.13977E+05,10.705456,1.667,4.397595,,,0,,,140121274520079561,,,584161552,0.002888,0.004572,0.003856,12.167455,0.002888,2.55838E+05,-0.009,1.0266,0.756,-0.0784,275.8,3,-3.08,0.01,0.5,10,1.23,0.03,5.2,0.05,2752,39,97.35,7.72
1.197545,127.534375,48.4800556,83,08 30 08.25,+48 28 48.2,SDSSp J083008.12+482847.4,28,L8,,47,0830+4828,all,2M,SDSSp J083008.12+482847.4,127.5339567,48.47987185,0.0349452,0.0191953,91.34,930822015518055808,127.5271409,1.2677,48.47642773,0.966,80.6289,2.1127,38.1642,1278.274,-1016.565,2.184,-774.972,1.218,173,1.649,221.71,3.762,2.539E+00,95,1.2501,0.2776,13,1.09,0,9.62601E+01,1.05643E+00,20.72875,3.17213E+01,8.18423E+00,21.585167,1.90363E+02,19.04894,2.307,2.536226,,,0,,,166171275291293491,1237651190819324775,,,0.01223,0.280139,0.077065,20.710466,0.012036,9.78949E+01,0.895,34.9385,19.2074,-0.0297,76.42,3.43,-4.63,0.04,0.5,10,0.99,0.15,5.02,0.47,1258,97,48,26.69
0.158173,127.6356667,9.7876111,84,08 30 32.56,+09 47 15.4,LHS 2021,26,M6.5,,72,0830+0947,all,2M,LHS 2021,127.6357098,9.787622504,0.0013415,0.00095,97.5,599891555546067072,127.6335013,0.0672,9.785581536,0.046,59.8055,0.0747,800.3392,671.312,-489.67,0.083,-459.219,0.06,314,1.8768,919.11,0.487,1.662E+01,31,,,18,1.075,0,6.12777E+03,6.53209E+00,16.21911,2.60648E+02,1.06111E+01,19.298409,1.04323E+04,14.701941,1.745,4.596468,,,0,,,119741276340373789,1237671124294238337,,499147816,0.002989,0.044289,0.004398,16.21911,0.002989,6.12777E+03,0.041,1.3358,0.958,-0.0907,59.81,4.52,-3.24,0.07,0.5,10,1.15,0.06,5.22,0.08,2599,119,88.22,11.28
0.352589,131.8696667,-15.5436667,87,08 47 28.72,-15 32 37.2,2MASSI J0847287-153237,32,L2,,32,0847-1532,all,2M,2MASSI J0847287-153237,131.8697557,-15.54371398,0.0034823,0.002265,131.59,5733429157137237760,131.8703691,0.1349,-15.54460362,0.1148,57.5106,0.2051,280.3413,240.31,132.971,0.184,-200.168,0.174,517,-2.7684,787.24,0.714,5.482E+00,95,0.9912,0.0296,19,0.914,0,8.37545E+02,1.16272E+00,18.379847,3.73024E+01,5.72364E+00,21.409199,1.50882E+03,16.801304,1.846,4.607895,,,0,,,89341318702827061,,72705122,,0.003141,0.166617,0.005987,18.354256,0.003124,8.57521E+02,0.141,3.0072,2.8658,-0.403,76.5,3.5,-4.01,0.04,0.5,10,1,0.08,5.19,0.2,1794,81,63.55,14.79
0.452725,133.4007917,-3.49225,88,08 53 36.19,-03 29 32.1,2MASS J08533619-0329321,73,M9,,74,0853-0329,all,2M,2MASS J08533619-0329321,133.4006687,-3.492277085,0.0013147,0.0008351,85.86,5761985432616501376,133.3983684,0.0568,-3.493164429,0.0334,115.4876,0.0726,1590.793,553.843,-516.605,0.082,-199.652,0.052,352,-3.2304,912.65,0.397,1.707E+01,31,,,16,0.879,0,8.30567E+03,9.16164E+00,15.888929,3.10046E+02,1.02138E+01,19.109976,1.44036E+04,14.351721,1.772,4.758255,,,0,,,103801333987718786,,75992355,433108343,0.003004,0.035876,0.004902,15.888929,0.003004,8.30567E+03,0.045,1.3126,0.8384,0.0674,117.98,0.76,-3.5,0.01,0.5,10,1.07,0.05,5.22,0.11,2320,52,77.36,10.41
0.298087,151.0860833,50.3832222,95,10 04 20.66,+50 22 59.6,G 196-3B,77,L3beta,,4,1004+5022,all,2M,G 196-3B,151.0859963,50.38316073,0.0083787,0.0068032,110.45,824017070904063488,151.0850348,0.3843,50.3822539,0.348,46.1952,0.5452,84.7264,246.291,-137.941,0.519,-204.038,0.428,469,2.6272,620.97,2.191,4.083E+00,95,1.0412,0.101,23,1.087,0,1.6785E+02,6.6853E-01,20.125065,3.49011E+01,4.0587E+00,21.481445,3.04797E+02,18.537868,2.024,2.943577,,,0,,,168451510853229711,1237657243511095320,,,0.005128,0.126293,0.023764,20.100262,0.005045,1.71728E+02,0.551,8.2026,7.0145,-0.1361,41,4.1,-3.75,0.09,0.025,0.3,1.36,0.23,4.54,0.46,1789,176,32.41,20.79
0.198247,154.2814167,13.1443889,98,10 17 07.54,+13 08 39.8,2MASSI J1017075+130839,32,L2:,,32,1017+1308,all,2M,2MASSI J1017075+130839,154.2814731,13.14438453,0.0102308,0.0082441,91.32,3886930903070855936,154.2816399,0.5496,13.14384128,0.418,32.6953,0.5896,55.4559,127.577,36.548,0.635,-122.23,0.507,219,17.6067,931.46,3.744,2.688E+01,95,1.2113,0.1159,16,1.963,0,4.03561E+02,3.21522E+00,19.172594,5.43892E+01,7.85517E+00,20.99976,8.41009E+02,17.435894,2.219,3.563866,,,0,,,123771542815683341,1237661069787005216,,,0.009078,0.156832,0.017663,19.147003,0.008887,4.13186E+02,0.656,10.2298,8.2453,-0.01,30.2,1.4,-3.44,0.04,0.5,10,,,,,,,,
0.219528,155.5620417,41.2407222,100,10 22 14.89,+41 14 26.6,HD 89744B,75,L0,,75,1022+4114,all,2M,HD 89744B,155.561967,41.24069844,0.0110474,0.006955,71.63,804745827531820288,155.5612624,0.4822,41.24007448,0.3265,26.007,0.4713,55.1831,184.179,-119.215,0.647,-140.39,0.457,279,2.5133,411.21,1.474,3.061E+00,95,0.9245,0.0957,18,1.108,0,2.73723E+02,1.02699E+00,19.594088,4.58201E+01,8.60264E+00,21.185902,4.78684E+02,18.047773,1.916,3.138128,,,0,,,157481555615418969,,,657216202,0.004918,0.203864,0.019852,19.568497,0.00484,2.80252E+02,0.415,10.7109,7.4628,0.2757,25.36,0.31,-3.63,0.02,0.5,10,1.04,0.06,5.22,0.13,2183,65,73.21,11.58
0.127316,155.700875,58.42925,101,10 22 48.21,+58 25 45.3,2MASS J10224821+5825453,48,L1beta,,4,1022+5825,all,2M,2MASS J10224821+5825453,155.7009212,58.42927581,0.0022859,0.0012323,34.2,1047188004010109440,155.6940438,0.0893,58.42600122,0.1046,53.9657,0.1577,342.1061,1095.103,-810.148,0.1,-736.825,0.124,722,0.6326,1209.8,0.902,1.052E+01,95,1.0505,0.0257,26,1.016,0,9.09765E+02,1.12595E+00,18.290045,4.75985E+01,4.69751E+00,21.144558,1.63384E+03,16.714872,1.848,4.429686,,,0,,,178111556957182838,1237654381446168857,,743226212,0.003066,0.107188,0.005291,18.264454,0.003052,9.31463E+02,0.168,1.6399,2.0136,0.5218,54.3,2.5,-3.69,0.04,0.01,0.15,1.41,0.2,4.45,0.41,1820,138,27.2,15.97
0.39911,159.2210417,-34.6938889,102,10 36 53.05,-34 41 38.0,2MASSW J1036530-344138,79,L6,,79,1036-3441,all,2M,2MASSW J1036530-344138,159.2210856,-34.69399373,0.0234633,0.0155435,14.52,5444217638657849856,159.2208579,0.9386,-34.69601722,1.0353,67.9608,1.5952,42.6021,457.227,-42.109,1.031,-455.284,1.462,139,4.5675,226.42,3.233,2.262E+00,95,1.3232,0.2995,12,1.29,0,8.606E+01,8.91629E-01,20.850365,4.27411E+01,1.06579E+01,21.261427,1.66717E+02,19.192944,2.434,2.068483,,,0,,,,,85279986,,0.011581,0.270752,0.055487,20.840362,0.011481,8.68566E+01,1.089,16.1557,23.046,0.2013,61.5,9.1,-4.51,0.13,0.5,10,0.97,0.12,5.04,0.37,1368,131,49.24,24.45
0.997986,162.061,-39.9350556,104,10 48 14.64,-39 56 06.2,DENIS-P J1048.0-3956,81,M9,,81,1048-3956,all,2M,DENIS-P J1048.0-3956,162.0607234,-39.9352341,0.0010571,0.0007145,43.9,5393446658454453632,162.0538877,0.0334,-39.93962595,0.0396,247.2156,0.0512,4828.6377,1538.557,-1179.311,0.056,-988.121,0.056,499,1.4152,5511.9,0.457,1.298E+02,31,,,22,1.045,0,4.70537E+04,2.69081E+01,14.005882,1.22635E+03,7.53683E+00,17.617006,8.20008E+04,12.46335,1.769,5.153656,,,0,,,,,82997497,,0.002824,0.007233,0.003879,14.005882,0.002824,4.70537E+04,-0.013,0.8958,0.9086,0.3726,248.08,0.61,-3.51,0,0.5,10,1.07,0.05,5.22,0.11,2307,51,77,10.37
1.028203,162.3287917,-53.3194444,105,10 49 18.91,-53 19 10.0,Luhman 16B,82,T1,,83,1049-5319B,all,2M,** LUH 16,162.3283205,-53.31939598,0.0073555,0.0065705,29.77,5353625852001928960,162.3282556,0.3457,-53.31937006,0.3672,0.1012,0.4539,0.2229,10.496,-8.727,0.421,5.831,0.444,337,0.7966,370.85,0.646,2.643E-01,95,1.3234,0.1175,24,1.03,0,1.70518E+02,8.04532E-01,20.107939,1.01347E+02,6.81374E+00,20.324017,1.67001E+02,19.191097,1.574,1.132919,,,0,,,,,,,0.005817,0.073049,0.068864,20.110563,0.005828,1.70107E+02,0.344,6.7724,7.17,0.097,514,26,-4.61,0.04,0.5,3,1.02,0.07,4.95,0.27,1261,55,39.84,15.58
1.028203,162.3287917,-53.3194444,106,10 49 18.91,-53 19 10.0,Luhman 16A,82,L8,,83,1049-5319A,all,2M,** LUH 16,162.3283205,-53.31939598,0.0073555,0.0065705,29.77,5353625852001928960,162.3282556,0.3457,-53.31937006,0.3672,0.1012,0.4539,0.2229,10.496,-8.727,0.421,5.831,0.444,337,0.7966,370.85,0.646,2.643E-01,95,1.3234,0.1175,24,1.03,0,1.70518E+02,8.04532E-01,20.107939,1.01347E+02,6.81374E+00,20.324017,1.67001E+02,19.191097,1.574,1.132919,,,0,,,,,,,0.005817,0.073049,0.068864,20.110563,0.005828,1.70107E+02,0.344,6.7724,7.17,0.097,514,26,-4.51,0.04,0.5,3,1.01,0.07,4.99,0.26,1334,58,43.1,14.99
0.95561,164.12025,7.0146389,107,10 56 28.86,+07 00 52.7,2MASS J10562886+0700527,84,M6,,74,1056+0700,all,2M,2MASS J10562886+0700527,164.1205036,7.014723135,0.001335,0.0010585,112.67,3864972938605115520,164.1031903,0.0668,7.002726941,0.0515,415.1794,0.0684,6072.462,4715.33,-3866.338,0.081,-2699.215,0.069,218,-3.4589,7662.83,0.536,3.155E+02,95,1.0886,0.0154,15,0.835,0,7.23753E+05,1.00129E+03,11.038391,4.23938E+04,1.82694E+02,13.770287,1.16139E+06,9.58545,1.663,4.184836,,,0,,,116401641074307076,1237658423555653642,,486150763,0.003138,0.005448,0.004348,11.038391,0.003138,7.23753E+05,0.018,1.2977,1.104,-0.1643,419.1,2.1,-3.03,0,0.5,10,1.56,0.1,5.19,0.05,2517,81,100.7,7.22
0.484542,164.6994583,-15.8047778,108,10 58 47.87,-15 48 17.2,DENIS-P J1058.7-1548,85,L3,,52,1058-1548,all,2M,DENIS-P J1058.7-1548,164.6993192,-15.80479179,0.0055631,0.0044778,93.59,3562717226488303360,164.6981248,0.2819,-15.80465472,0.2466,55.0985,0.3208,171.7288,260.409,-258.576,0.343,30.841,0.277,203,0.594,249.23,0.797,1.295E+00,95,1.1186,0.0757,15,1.028,0,3.78658E+02,1.18107E+00,19.24175,4.17017E+01,6.95191E+00,21.288157,6.6794E+02,17.686052,1.874,3.602104,,,0,,,,,91223794,,0.004366,0.18102,0.019285,19.216159,0.004305,3.87689E+02,0.306,5.5592,4.4826,-0.0273,57.7,1,-3.99,0.02,0.5,10,1,0.07,5.2,0.19,1809,68,64.24,14.01
0.11565,165.5409583,-34.5098611,109,11 02 09.83,-34 30 35.5,TWA 28,86,M8.5gamma,,86,1102-3430,all,2M,TWA 28,165.5409912,-34.50987839,0.0019829,0.0017726,111.47,5401822669314874240,165.5406164,0.0944,-34.50994293,0.0887,16.8794,0.131,128.8514,70.991,-69.49,0.123,-14.521,0.114,384,2.3289,861.08,0.848,1.367E+01,95,1.0706,0.0244,21,1.085,0,1.53914E+03,3.09117E+00,17.719172,6.47114E+01,5.76025E+00,20.81109,2.8183E+03,16.122927,1.873,4.688164,,,0,,,,,85647113,,0.003514,0.096686,0.008375,17.693581,0.003482,1.57585E+03,0.157,1.956,1.8022,-0.0763,18.1,0.5,-2.56,0.02,0.008,0.02,2.39,0.14,4.14,0.15,2670,86,35.91,10.71
0.552037,168.1069583,35.8036389,111,11 12 25.67,+35 48 13.1,Gl 417BC,14,L4.5,,14,1112+3548,all,2M,GJ 417 B,168.1068142,35.80353967,0.0186518,0.0112478,145.21,761918578311083264,168.105516,0.7157,35.80287395,0.8624,42.2447,1.0582,39.9198,280.28,-236.897,0.882,-149.789,1.044,196,10.9862,522.63,5.158,1.38E+01,95,1.2969,0.184,15,1.612,0,1.91567E+02,1.8301E+00,19.981564,4.8424E+01,8.53841E+00,21.12589,3.89676E+02,18.271137,2.287,2.854754,,,0,,,150961681056004121,1237664818208440376,,,0.010732,0.191464,0.02408,19.958068,0.010518,1.95758E+02,0.828,14.0919,16.6079,-0.4432,46.04,0.9,-3.88,0.02,0.08,0.3,,,,,,,,
0.062798,174.9630833,-31.9893056,113,11 39 51.14,-31 59 21.5,TWA 26,5,M9gamma,,60,1139-3159,all,2M,TWA 26,174.9630743,-31.98928991,0.0037923,0.0024376,95.13,3478519134297202560,174.9626036,0.1447,-31.98940255,0.1119,21.4091,0.2343,91.3872,93.341,-89.835,0.235,-25.344,0.156,640,36.9808,4520.8,1.733,1.022E+02,95,1.1914,0.0195,21,2.201,0,2.15483E+03,2.41866E+00,17.353834,6.50968E+01,4.5678E+00,20.804644,3.95311E+03,15.755549,1.865,5.049095,,,0,,,,,86938528,,0.003013,0.076237,0.004792,17.328243,0.003001,2.20622E+03,0.098,3.7834,2.4514,-0.081,23.82,2.58,-2.71,0.09,0.008,0.02,2.2,0.22,4.13,0.16,2552,188,30.05,11.29
1.469588,176.6437083,22.5146389,114,11 46 34.49,+22 30 52.7,2MASSW J1146345+223053,52,L3,,52,1146+2230,all,2M,2MASSW J1146345+223053,176.6438921,22.51501013,0.0023386,0.0013276,85.58,3979768893211203968,176.6438921,2.3339,22.51501013,1.3359,,,,,,,,,135,40.9649,2536.06,11.367,1.488E+02,3,,,11,,1,2.93192E+02,6.07905E+00,19.519485,4.38776E+01,5.83221E+00,21.232935,7.01928E+02,17.632164,2.544,3.600771,,,0,,,,,,563173728,0.02268,0.144343,0.020514,19.519485,0.02268,2.93192E+02,0.976,2.3339,1.3359,0.0914,36.8,0.8,-3.56,0.02,0.5,10,,,,,,,,
0.124698,178.6759583,-34.0108333,115,11 54 42.23,-34 00 39.0,2MASS J11544223-3400390,53,L0beta,,34,1154-3400,all,2M,2MASS J11544223-3400390,178.6759259,-34.01085514,0.0065231,0.0048723,76.25,3466649768834035712,178.6750259,0.2639,-34.0107893,0.2318,26.5459,0.3721,71.3374,168.505,-167.853,0.402,14.815,0.314,394,13.5743,1064.15,2.419,1.851E+01,95,1.1579,0.0808,20,1.524,0,3.96694E+02,1.10185E+00,19.191229,4.16122E+01,4.6889E+00,21.290491,7.22021E+02,17.60152,1.925,3.688971,,,0,,,,,86965489,,0.004085,0.122374,0.010643,19.165638,0.004033,4.06155E+02,0.346,6.4411,4.9801,0.1354,25.3,1.7,-3.34,0.06,0.01,0.15,1.5,0.26,4.51,0.45,2155,200,36.86,23.01
0.538714,178.9146667,-37.4597222,116,11 55 39.52,-37 27 35.0,2MASSW J1155395-372735,79,L2,,79,1155-3727,all,2M,2MASSW J1155395-372735,178.9147341,-37.45986195,0.0024898,0.001814,87.56,3460806448649173504,178.9149747,0.0953,-37.46337797,0.085,84.7296,0.1496,566.5026,792.27,42.968,0.155,-791.104,0.114,308,-3.9272,550.29,0.678,8.203E+00,95,1.0135,0.0309,19,0.843,0,1.6382E+03,2.57893E+00,17.651451,6.39446E+01,6.52063E+00,20.824032,2.93186E+03,16.080036,1.829,4.743996,,,0,,,,,85162554,,0.003242,0.110751,0.005198,17.62586,0.003222,1.67727E+03,0.104,2.4888,1.8155,0.0273,104.4,4.7,-4.01,0.04,0.5,10,1,0.08,5.19,0.2,1793,80,63.54,14.78
0.032811,181.8894583,-39.5483333,117,12 07 33.47,-39 32 54.0,TWA 27A,79,M8,,88,1207-3932A,all,2M,TWA 27,181.8894481,-39.54833795,0.0014375,0.0011533,79.86,3459372646830687104,181.889079,0.079,-39.54844319,0.0646,15.4624,0.1163,132.9477,68.278,-64.04,0.087,-23.678,0.072,512,2.1687,930.19,0.6,8.885E+00,31,,,22,1.068,0,2.08794E+03,3.50045E+00,17.388071,1.19817E+02,7.82895E+00,20.142246,3.55334E+03,15.871304,1.759,4.270943,,,0,,,,,94847596,,0.003302,0.070998,0.00572,17.388071,0.003302,2.08794E+03,0.101,1.4295,1.1632,0.0767,19.1,0.4,-2.61,0.02,0.008,0.02,2.33,0.14,4.14,0.15,2637,85,33.43,10.11
0.032811,181.8894583,-39.5483333,118,12 07 33.47,-39 32 54.0,TWA 27B,89,L3VL-G,,16,1207-3932B,all,2M,TWA 27B,181.8894481,-39.54833795,0.0014375,0.0011533,79.86,3459372646830687104,181.889079,0.079,-39.54844319,0.0646,15.4624,0.1163,132.9477,68.278,-64.04,0.087,-23.678,0.072,512,2.1687,930.19,0.6,8.885E+00,31,,,22,1.068,0,2.08794E+03,3.50045E+00,17.388071,1.19817E+02,7.82895E+00,20.142246,3.55334E+03,15.871304,1.759,4.270943,,,0,,,,,94847596,,0.003302,0.070998,0.00572,17.388071,0.003302,2.08794E+03,0.101,1.4295,1.1632,0.0767,19.1,0.4,-4.77,0.07,0.008,0.02,1.36,0.02,3.75,0.1,994,41,4.81,1.38
0.032811,181.8894583,-39.5483333,119,12 07 33.47,-39 32 54.0,TWA 27,89,M8gamma,,79,1207-3932,all,2M,TWA 27,181.8894481,-39.54833795,0.0014375,0.0011533,79.86,3459372646830687104,181.889079,0.079,-39.54844319,0.0646,15.4624,0.1163,132.9477,68.278,-64.04,0.087,-23.678,0.072,512,2.1687,930.19,0.6,8.885E+00,31,,,22,1.068,0,2.08794E+03,3.50045E+00,17.388071,1.19817E+02,7.82895E+00,20.142246,3.55334E+03,15.871304,1.759,4.270943,,,0,,,,,94847596,,0.003302,0.070998,0.00572,17.388071,0.003302,2.08794E+03,0.101,1.4295,1.1632,0.0767,19.1,0.4,-2.6,0.02,0.008,0.02,,,,,,,,
0.115775,181.9515,-39.0012222,120,12 07 48.36,-39 00 04.4,2MASS J12074836-3900043,90,L0gamma,,90,1207-3900,all,2M,2MASS J12074836-3900043,181.9514718,-39.00124572,0.0122601,0.009614,136.94,3459492631038236416,181.9511082,0.6168,-39.00135448,0.5061,15.2341,0.9558,15.9378,68.124,-63.577,0.662,-24.471,0.688,426,1.6113,534.13,2.301,2.341E+00,95,1.0488,0.1477,21,1.055,0,1.09571E+02,5.84599E-01,20.588125,2.87727E+01,5.32349E+00,21.691092,2.01593E+02,18.98671,2.102,2.704382,,,0,,,,,94945267,,0.006415,0.200901,0.039064,20.567003,0.006314,1.11724E+02,0.665,10.9277,11.1052,-0.2379,15,3,-3.39,0.18,0.008,0.02,1.71,0.09,4.16,0.1,1961,204,17.28,4.59
4.078537,187.0634583,-15.7928333,123,12 28 15.23,-15 47 34.2,DENIS-P J1228.2-1547,85,L5,,52,1228-1547,all,2M,DENIS-P J1228.2-1547,187.0641151,-15.79377359,0.0103468,0.0052058,111.6,3520687672962171776,187.0641151,9.8091,-15.79377359,6.1594,,,,,,,,,491,291.8226,184414.7,92.072,5.312E+03,3,,,18,,1,1.75173E+02,2.35635E+00,20.0787,3.53683E+01,5.53516E+00,21.467005,5.38905E+02,17.919115,3.278,3.54789,,,0,,,,,104426179,,0.014862,0.169941,0.019849,20.0787,0.014862,1.75173E+02,1.718,9.8091,6.1594,-0.453,49.4,1.9,-3.91,0.03,0.5,10,,,,,,,,
2.082409,189.863625,55.2603056,125,12 39 27.27,+55 15 37.1,2MASSW J1239272+551537,14,L5,,14,1239+5515,all,2M,2MASSW J1239272+551537,189.8646397,55.26032229,0.0043587,0.0041624,133.9,1571292108543541504,189.8646397,4.2654,55.26032229,4.2579,,,,,,,,,426,132.2109,27698.59,57.916,9.4E+02,3,,,28,,0,1.26864E+02,2.0451E+00,20.429024,3.63916E+01,3.95384E+00,21.436039,3.77968E+02,18.304258,3.266,3.131781,,,0,,,,,,,0.017718,0.117995,0.022478,20.429024,0.017718,1.26864E+02,1.766,4.2654,4.2579,-0.046,42.4,2.1,-3.84,0.04,0.5,10,,,,,,,,
0.029541,191.309,-44.4854722,126,12 45 14.16,-44 29 07.7,TWA 29,91,M9.5,,91,1245-4429,all,2M,TWA 29,191.3090032,-44.48548007,0.0052093,0.0037908,72.49,6132672029732817024,191.3087157,0.29,-44.48558015,0.2295,12.1549,0.3376,36.0051,51.352,-46.152,0.309,-22.517,0.24,333,-0.0223,421.41,1.012,2.047E+00,95,0.922,0.0716,20,0.998,0,3.32114E+02,1.02392E+00,19.384148,4.26183E+01,5.19764E+00,21.264551,6.16884E+02,17.772388,1.986,3.492163,,,0,,,,,320715001,,0.004336,0.132443,0.010772,19.358557,0.004276,3.40035E+02,0.433,5.0971,3.9404,0.1824,12.66,2.07,-2.91,0.15,0.008,0.02,2,0.23,4.13,0.15,2391,249,25.41,9.17
